name,logo,category,address,description,site_web,size,twitter,linkedin,facebook,youtube
Aymen Promotion Immobilière,https://www.emploitic.com/attachments/company_logo/logo_5099137.jpg,"BTP, Construction, Immobilier","said hamdine, Alger, Algérie",,,PME/PMI,,,,
ESSOOG,https://www.emploitic.com/attachments/company_logo/logo_3159559.jpg,Services,"n°45 Said Hamdine, 1er étage, Bir Mourad Rais, Alger, Algérie",,,PME/PMI,,,,
sarl skino,https://www.emploitic.com/attachments/company_logo/logo_3157844.jpg,Industries,"blida, Algérie",,,PME/PMI,,,,
Zonglus,https://www.emploitic.com/attachments/company_logo/logo_4228592.jpg,Services,"blida, Blida, Algérie","Dans un monde en pleine transformation, bouleversé par l'avènement du digital, il est nécessaire pour toute marque souhaitant survivre et gagner en compétitivité de s'entourer de professionnels. Chez Zonglus, nous accompagnons nos clients à travers l'élaboration et l'exécution de stratégies digitales leur permettant de se bâtir des marques fortes, et d'exploiter les leviers adaptés à leur besoin pour gagner en performance et en compétitivité grâce au, et sur le Digital.",,PME/PMI,,,,
crèche des oursins,https://www.emploitic.com/attachments/company_logo/logo_3221425.jpg,Services,"draria, Alger, Algérie",,,PME/PMI,,,,
Vapropharm,https://www.emploitic.com/attachments/company_logo/logo_4822305.jpg,Industries,"Z.I. VOIES 30 ET 15 Oued Smar, (16),, Alger, Algérie",,,PME/PMI,,,,
SAVINO DEL BENE ALGERIA SARL,https://www.emploitic.com/attachments/company_logo/logo_4394171.jpg,Services,"Cité Krim Belkacem Lot 29, N°19, Dar El Beida, 3éme étage, Alger, Algérie",,,Grande entreprise,,,,
REGUS,https://www.emploitic.com/attachments/company_logo/logo_3150797.jpg,Services,"Tour ie Business Center, Pins maritimes , El mohamadia 16000, Alger, Algérie",,,PME/PMI,,,,
SARL HARSEF INDUSTRIELLE,https://www.emploitic.com/attachments/company_logo/logo_5042337.jpg,Industries,"COOPERATIVE IMMOBILèRE EL HIDHAB El Eulma 19000, Setif, Algérie","Entreprise spécialisée dans les solutions de l'ingénierie pour la transformation de matières plastiques, et la fabrication de produits plastiques.",,PME/PMI,,,,
sarl adjain food,https://www.emploitic.com/attachments/company_logo/logo_5124559.jpg,Industries,"tiaret; algerie, Tiaret, Algérie",,,PME/PMI,,,,
Société Ivoirienne de Banque (SIB),https://www.emploitic.com/attachments/company_logo/logo_4886018.jpg,"Banque, Assurance, Finance","34 bd République, Immeuble Alpha 2000 01 BP 1300 ABIDJAN 01 , Abidjan, Côte d'ivoire",,http://www.sib.ci/,Grande entreprise,,https://www.linkedin.com/company/soci-t-ivoirienne-de-banque,https://www.facebook.com/sibciv,
UNOPS,https://www.emploitic.com/attachments/company_logo/logo_5272172.jpg,Services,"senegal , Dakar, Sénégal",,,Multinationale,,,,
Soliso Technologie Algérie,https://www.emploitic.com/attachments/company_logo/logo_3209499.jpg,"BTP, Construction, Immobilier","21,coopèraive Ennahda2 , Dely Ibrahim,, Alger, Algérie",,,PME/PMI,,,,
Algerian Chemistry,https://www.emploitic.com/attachments/company_logo/logo_3973773.jpg,"Distribution, Commerce","CW N° 132 ilot 162 Section 03 Bureau N° 01, El karimia, Harchoun 02140, Alger, Algérie","Entreprise spécialisée dans le Revêtements des murs : articles (importation, exportation)
 Revêtements pour sols et murs (gros) Etanchéité (entreprises) Isolation (travaux)",,PME/PMI,,,,
EURL GMDI,https://www.emploitic.com/attachments/company_logo/logo_3973784.jpg,Services,"cité chahat bais, dar el beida villa n°11 ALGER , Alger, Algérie",GMDI est une Société de maintenance et développement industriel qui s'occupe de l'installation et de la réparation des machines industrielles.,,PME/PMI,,,https://www.facebook.com/pg/Soci%C3%A9t%C3%A9-GMDI-maintenance-et-d%C3%A9veloppement-industriel-1514324282199775/about/?ref=page_internal,
CGCOC Group,https://www.emploitic.com/attachments/company_logo/logo_4366178.jpg,"BTP, Construction, Immobilier","alger, Alger, Algérie","CGCOC GROUP est présente en Algérie depuis 2005 en tant qu’entrepreneur international, elle a réalisé plusieurs projets de logements pour le ministère de l’habitat et plusieurs projets de travaux hydrauliques pour le ministère des ressources en eau. Avec sa nouvelle stratégie de développement, elle souhaite lancer une nouvelle offre de service en tant que plateforme multi-fonctionnelle pour renforcer la collaboration algéro-chinoise dans les secteurs industriel, agro-alimentaire, commerciale, de transport et d’énergie propre. 
Afin de mettre en oeuvre cette stratégie, elle a installé son bureau de liaison à Alger depuis 2017 et forme une équipe qualifiée et apte à développer ses activités au fur et à mesure.",,Multinationale,,,,
SARL ZAS BRIQUETERIE,https://www.emploitic.com/attachments/company_logo/logo_4830964.jpg,"Distribution, Commerce","ZONE INDUSTRIELLE BBA BORDJ BOU ARRERIDJ 34000, Bordj Bou Arreridj, Algérie",,,PME/PMI,,,,
Propharmaf,https://www.emploitic.com/attachments/company_logo/logo_4928902.jpg,"Distribution, Commerce","09 cooperative El Badr, n=°77, Bordj El Bahri, Alger, Algérie",,,PME/PMI,,,,
LS2 Software informatique,https://www.emploitic.com/attachments/company_logo/logo_5287427.jpg,"Informatique, Télécom, Internet","Cité Douzi 03, Commune de Bab Ezzouar, Alger, Algérie",,,Multinationale,,,,
Le Cercle Des Saveurs,https://www.emploitic.com/attachments/company_logo/logo_4243878.jpg,"Distribution, Commerce","rue ladriche ahmed, n=° 5 lot 50 section 32 les vergers, Alger, Algérie",,,PME/PMI,,,,
Symrise Gmbh,https://www.emploitic.com/attachments/company_logo/logo_3057029.jpg,"Informatique, Télécom, Internet","algérie, Algérie",,,Multinationale,,,,
Les Oliviers imprimerie,https://www.emploitic.com/attachments/company_logo/logo_5134772.jpg,Services,"tizi ouzou , Tizi Ouzou, Algérie",,,PME/PMI,,,,
SARL MAINTEL,https://www.emploitic.com/attachments/company_logo/logo_3047659.jpg,"Distribution, Commerce","1, Lotissement El-Fedjr, Les Sources, Bir Mourad Rais 16005, Alger, Algérie",,,PME/PMI,,,,
RESCOM,https://www.emploitic.com/attachments/company_logo/logo_3973308.jpg,"Distribution, Commerce","01 ROUTE BIRTOUTA Khraicia, (16), 16600, Alger, Algérie","La SARL RESCOM est chargée de la distribution des produits importés par la société FOODISH sur l’ensemble du territoire national.

RESCOM assure la distribution des produits grâce à son importante flotte automobile et son large portefeuille client. 

La société a acquis une base de données très large et complexe car elle entretient d’excellents rapports fournisseurs / clients.

Au fil du temps, Rescom a su s’imposer comme un acteur majeur de la distribution de produits agroalimentaires, et est devenue leader sur le marché algérien.

RESCOM dispose de succursales à Alger, Oran et Sétif.",http://hamianigroup.com/nos-filiales/rescom/,PME/PMI,,,,
Cabinet de commissariat aux comptes comptabilité & conseil bouda djoudi,https://www.emploitic.com/attachments/company_logo/logo_3036377.jpg,"Informatique, Télécom, Internet",", Alger, Algérie",,,PME/PMI,,,,
Groupe MTA ( Maghrebine de Transport et Auxiliaire ),https://www.emploitic.com/attachments/company_logo/logo_5214444.jpg,Services,"Route Jwaharlal Nehru (Ex Béziers ), Alger, Algérie",,,Grande entreprise,,,,
La Grande Ecole Maternelle,https://www.emploitic.com/attachments/company_logo/logo_4844436.jpg,Services,"11, rue Pasquier Brand, Les Sources, Bir Mourad Raïs 16000, Alger, Algérie",,,PME/PMI,,,,
Appen,https://www.emploitic.com/attachments/company_logo/logo_4553823.jpg,"Informatique, Télécom, Internet","algérie, Algérie",,,Multinationale,,,,
Société Générale African Business Services,https://www.emploitic.com/attachments/company_logo/logo_5266059.jpg,"Banque, Assurance, Finance","Boulevard Sidi Mohamed Ben Abdellah, Tour Ivoire 2, Marina Casablanca, Abidjan, Côte d'ivoire",,,Grande entreprise,,,,
MediaMarketing,https://www.emploitic.com/attachments/company_logo/logo_5191029.jpg,Services,"37 rue Larbi Ben M'hidi BP 180 RP , Alger, Algérie",,https://mediamarketing-dz.com/,PME/PMI,,,,
EURL REPERE CONSULTING,https://www.emploitic.com/attachments/company_logo/logo_3902158.jpg,Services,"Coopérative El-yassamine, local B 1er étage, ilot 339 Section 02, Alger, Algérie",,,PME/PMI,,,,
IKEE Solutions,https://www.emploitic.com/attachments/company_logo/logo_4801065.jpg,Services,"43, Rue Marcello FABRI, les sources - BMR, ., Alger, Algérie",Design Corporate Agency,http://ikee.dz/,PME/PMI,https://twitter.com/mohamedbaizid,https://www.linkedin.com/in/ikee-solutions-8a27656a/,https://www.facebook.com/Ikee-Official-460613250758491/,
EURL RASIR IMPORT EXPORT,https://www.emploitic.com/attachments/company_logo/logo_2993080.jpg,"Distribution, Commerce","Residence Chemlal Rachid, Bt H No. 03, blida, Alger, Algérie",,,PME/PMI,,,,
AL RAYANE HEALTHCARE,https://www.emploitic.com/attachments/company_logo/logo_5252945.jpg,Services,"Lot N° 03, Cité Ali Amrane, Bordj El Kiffan 16031, Alger, Algérie",,,Grande entreprise,,,,
SARL MEUBLES DE FRANCE LES SOURCES,https://www.emploitic.com/attachments/company_logo/logo_5297028.jpg,"Distribution, Commerce","Cité Bois Des Care 03 N 124 Dely Ibrahim , Alger, Algérie","La marque premium Meubles de France fait rayonner son French Art de
Vivre dans le monde entier et propose des collections originales, une
fabrication 100% Made in Europe et un haut niveau de personnalisation.
Elle incarne toute la diversité du design français avec une
identité de marque très forte et une ligne créative audacieuse
grâce à des partenariats constants avec des designers de renom et
des marques de mode et haute-couture",,PME/PMI,https://web.facebook.com/MeublesdeFranceAlger?_rdc=1&_rdr,,https://web.facebook.com/MeublesdeFranceAlger?_rdc=1&_rdr,
Groupe CHAREDDIBE,https://www.emploitic.com/attachments/company_logo/logo_3974780.jpg,"BTP, Construction, Immobilier","villa 238 Ali Menjeli, 25000, Constantine, Algérie",BTP et Etudes,,Grande entreprise,,,,
IBARKIMYA,https://www.emploitic.com/attachments/company_logo/logo_3760516.jpg,"Distribution, Commerce","cité 440 logement b 16 n 217 218, RN=°1, Gué de constantine, Ain El Malha , Alger, Algérie",,,PME/PMI,,,,
SARL API Laboratoire,https://www.emploitic.com/attachments/company_logo/logo_4767214.jpg,Industries,"Zone ind. El tarf 20 Ibn Badis Khroub , Constantine, Algérie",production de médicaments,,PME/PMI,,,,
Caltam Tours,https://www.emploitic.com/attachments/company_logo/logo_5168190.jpg,Services,"Bir mourad rais, Alger, Algérie",,,Entreprise publique,,,,
MDE Business School,https://www.emploitic.com/attachments/company_logo/logo_4776201.jpg,Services,", Cocody, Riviera Golf, Abidjan, Côte d'ivoire",,,PME/PMI,,,,
Fan Advertising,https://www.emploitic.com/attachments/company_logo/logo_4929125.jpg,"Informatique, Télécom, Internet","07 cooperative el feth - Said Hamdine , Bir Mourad Rais - , Alger, Algérie","Fan Advertising Algérie est une Agence de communication B2B spécialisée dans la communication stratégique et créative, nous proposons plusieurs services relatifs au domaine de la communication tels que la publicité, la conception graphique, et le e-Marketing, notre branche principale de services située à Hydra - Alger, notre mission consiste à lier les entreprises et leurs clients en leur offrant des conseils et des packs complets allant de la conception graphique, de la planification à la mise en œuvre de compagnes publicitaires professionnelle et efficaces leur permettant de se démarquer de leurs concurrents et satisfaire aux attentes de leurs parties prenantes.",https://www.fancommunication.dz/,PME/PMI,,https://www.linkedin.com/company/fancommdz/,https://www.facebook.com/FanCommDz/,
PARIS EVENT TICKET,https://www.emploitic.com/attachments/company_logo/logo_5062259.jpg,Services,"cite laararfa promotion benmdjenah bt A apart A, a cote hotel zidane 19000, Setif, Algérie",,,PME/PMI,,,,
Sarl Negoce Distribution International,https://www.emploitic.com/attachments/company_logo/logo_.jpg,"Distribution, Commerce",",, Alger, Algérie",,,PME/PMI,,,,
Artisans,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"résidance chaabani local N° 2 partie 16 - 08K, hydra, Alger, Algérie",,,PME/PMI,,,,
NAfouz,https://www.emploitic.com/attachments/company_logo/logo_.jpg,Services,"résidance chaabani local N° 2 partie 16 - 08K, hydra, Alger, Algérie",,,PME/PMI,,,,
Importante Entreprise,https://www.emploitic.com/attachments/company_logo/logo_4903797.jpg,"Distribution, Commerce","6 Rue de l'Oasis Hydra, Alger, Algérie",,,PME/PMI,,,,
Skin Clinic,https://www.emploitic.com/attachments/company_logo/logo_4215725.jpg,Services,"Résidence du 21ème siècle, Bt 7 - appt 7، Ain Allah، Dély Ibrahim 16047, Alger, Algérie",,,PME/PMI,,,,
Chatlat,https://www.emploitic.com/attachments/company_logo/logo_5271894.jpg,Services,"Eai 16 , exploitation chaalal said , Souachet, Alger, Algérie",,,PME/PMI,,https://www.linkedin.com/company/chatlat/,https://web.facebook.com/pepinierechatlat/,
sh informatique,https://www.emploitic.com/attachments/company_logo/logo_4591838.jpg,"Informatique, Télécom, Internet","propriété 421 section 9, Bab ali, Birtouta, Alger, Algérie","SH Informatique est une entreprise de services informatiques, dotée d’une équipe aguerrie et bien au fait du marché Algérien, délivre des solutions et conseils adaptées aux besoins et budgets de ses clients.",https://shinformatique.dz/,PME/PMI,,https://www.linkedin.com/company/sh-informatique-conseils-et-orientation-it,https://www.facebook.com/SHInformatiqu/,
SARL M UNI TELECOMMUNCATION,https://www.emploitic.com/attachments/company_logo/logo_4629904.jpg,"Distribution, Commerce","Bois Des Card 03 , Rue Ahmed Ouaked - Dely Brahim – , Alger, Algérie",,,PME/PMI,,,,
bougie fish co,https://www.emploitic.com/attachments/company_logo/logo_2918985.jpg,"Distribution, Commerce","Rampe du Port de Béjaia, Bat B23, Appart n°2, Béjaia, 06000, Algerie., Bejaia, Algérie",,,PME/PMI,,,,
Sipresso,https://www.emploitic.com/attachments/company_logo/logo_2968977.jpg,Services,"cheraga, Alger, Algérie",,,PME/PMI,,,,
Hotel El Aziz Montana,https://www.emploitic.com/attachments/company_logo/logo_3357903.jpg,Services,"Mosataland, Kharouba,, Mostaganem, Algérie",,http://azhotels.dz/montana/,PME/PMI,,,https://www.emploitic.com/AZ%20H%C3%B4tels%20Montana%20Mostaganem,
Sarl Hotel El Aziz Le Zephyr,https://www.emploitic.com/attachments/company_logo/logo_2895135.jpg,Services,"Sablette section 4 propriété N° 234 commune de Mazagran, Mostaganem, Algérie",,,PME/PMI,,,,
"Direction de l'audit interne, Division du contrôle périodique CPA",https://www.emploitic.com/attachments/company_logo/logo_4602141.jpg,"Banque, Assurance, Finance","234, rue Mohamed belouizdad, , ie, Alger, Algérie",,,Entreprise publique,,,,
FMI groupe,https://www.emploitic.com/attachments/company_logo/logo_3974048.jpg,Services,"08 lotissement le cadet les sources bir mourad raiss 16000, Alger, Algérie",frette et transport maritime,,Grande entreprise,,,,
GASS (global automation solutions services),https://www.emploitic.com/attachments/company_logo/logo_3974055.jpg,Industries,"LOTISSEMENT EL MENZIL 02 LOT N° 199, Alger, Algérie",industrie d'automatisme,,PME/PMI,,,,
